0;0
1000;0.0636496
2000;0.0906212
3000;0.127525
4000;0.172719
5000;0.222785
6000;0.280076
7000;0.341743
8000;0.407521
9000;0.478513
10000;0.554615
11000;0.636096
12000;0.720867
13000;0.807741
14000;0.898568
15000;0.992741
16000;1.09032
17000;1.19111
18000;1.29376
19000;1.39861
20000;1.50581
21000;1.61507
22000;1.72609
23000;1.83809
24000;1.9517
25000;2.06723
26000;2.18359
27000;2.30118
28000;2.41997
29000;2.53886
30000;2.65751
31000;2.77676
32000;2.89532
33000;3.01302
34000;3.12938
35000;3.24526
36000;3.35955
37000;3.47257
38000;3.58401
39000;3.69402
40000;3.80266
41000;3.91071
42000;4.01887
43000;4.12529
44000;4.23163
45000;4.33759
46000;4.44367
47000;4.54802
48000;4.6519
49000;4.75485
50000;4.85532
51000;4.95454
52000;5.05424
53000;5.15244
54000;5.24813
55000;5.34341
56000;5.43848
57000;5.53336
58000;5.62835
59000;5.72194
60000;5.81357
61000;5.90339
62000;5.99156
63000;6.07856
64000;6.16549
65000;6.25201
66000;6.33762
67000;6.42328
68000;6.50819
69000;6.59175
70000;6.67489
71000;6.75812
72000;6.84035
73000;6.92164
74000;7.00272
75000;7.08299
76000;7.16256
77000;7.24144
78000;7.32035
79000;7.39887
80000;7.47756
81000;7.5555
82000;7.63364
83000;7.71086
84000;7.78859
85000;7.86581
86000;7.94315
87000;8.01916
88000;8.09404
89000;8.16736
90000;8.23947
91000;8.3107
92000;8.38146
93000;8.45186
94000;8.52037
95000;8.58748
96000;8.65323
97000;8.71797
98000;8.78316
99000;8.84739
100000;8.91326
101000;8.97867
102000;9.0458
103000;9.11488
104000;9.18474
105000;9.25344
106000;9.32146
107000;9.3877
108000;9.45261
109000;9.51617
110000;9.57995
111000;9.64552
112000;9.71043
113000;9.77404
114000;9.83565
115000;9.89621
116000;9.95783
117000;10.0172
118000;10.0762
119000;10.1349
120000;10.1929
121000;10.2509
122000;10.3087
123000;10.3638
124000;10.4166
125000;10.4677
126000;10.5179
127000;10.5658
128000;10.6144
129000;10.6643
130000;10.7157
131000;10.7678
132000;10.8221
133000;10.8777
134000;10.9342
135000;10.9909
136000;11.0485
137000;11.1046
138000;11.1606
139000;11.2161
140000;11.2713
141000;11.3249
142000;11.3783
